external_id,deal_name,account_name,owner,service_line,market_segment,stage,forecast_category,stage_probability_pct,deal_entry_date,expected_close_date,closed_date,timeline,term_years,mw,capacity_basis,site_count,sqft,price_per_sqft,scan_frequency,flags_json,raw_revenue_tcv,annual_revenue_acv,weighted_revenue,low_estimate,selected_estimate,high_estimate,source_file,review_notes
REN-0089,Gore Street Big Rock 200 MW BESS,BESS,Megan Smethurst,Renewables,BESS,CLOSED_WON,CLOSED,100,2024-06-01,2024-06-01,2024-06-01,,,200,MWDC,,,,,{},4800000,4800000,4800000,4200000,4800000,5400000,NAES_CRM_Opportunities_Import.csv,
REN-0090,Hollis Creek (MISO South) 240 MWdc,,Megan Smethurst,Renewables,Utility-Scale Solar,CLOSED_WON,CLOSED,100,2025-05-13,2025-05-13,2025-05-13,,,240,MWDC,,,,,{},5760000,5760000,5760000,5040000,5760000,6480000,NAES_CRM_Opportunities_Import.csv,account name needs review; account inferred from opportunity name
REN-0091,Redfield (MISO-South) 125 MWdc - Asset Management & NERC Services,Wind Energy Services Company,Megan Smethurst,Renewables,Utility-Scale Solar,CLOSED_WON,CLOSED,100,2024-11-22,2024-11-22,2024-11-22,,,125,MWDC,,,,,{},3000000,3000000,3000000,2625000,3000000,3375000,NAES_CRM_Opportunities_Import.csv,
REN-0092,Tranche 1 - PEMS Scope: 59.24 MWdc DG Solar & BESS Portfolio - Asset Management Services,Wind Energy Services Company,Megan Smethurst,Renewables,BESS,CLOSED_WON,CLOSED,100,2024-07-16,2024-07-16,2024-07-16,,,59.24,MWDC,,,,,{},1421760,1421760,1421760,1244040,1421760,1599480,NAES_CRM_Opportunities_Import.csv,
REN-0093,Tranche 2-A - PEMS Scope: 9.96 MWdc DG Solar & BESS Portfolio - Asset Management Services,Wind Energy Services Company,Megan Smethurst,Renewables,BESS,CLOSED_WON,CLOSED,100,2024-07-16,2024-07-16,2024-07-16,,,9.96,MWDC,,,,,{},239040,239040,239040,209160,239040,268920,NAES_CRM_Opportunities_Import.csv,
REN-0094,"Tranche 2.B - PEMS Scope - of Catalyze DG Solar & Bess Portfolio, representing incremental 22.89 MWdc.",Catalyze,Megan Smethurst,Renewables,BESS,CLOSED_WON,CLOSED,100,2024-10-15,2024-10-15,2024-10-15,,,22.89,MWDC,,,,,{},549360,549360,549360,480690,549360,618030,NAES_CRM_Opportunities_Import.csv,
REN-0095,Tranche 3 - PEMS Scope: 31.00 MWdc DG Solar & BESS Portfolio - Asset Management Services,Wind Energy Services Company,Megan Smethurst,Renewables,BESS,CLOSED_WON,CLOSED,100,2024-07-01,2024-07-01,2024-07-01,,,31,MWDC,,,,,{},744000,744000,744000,651000,744000,837000,NAES_CRM_Opportunities_Import.csv,
REN-0096,Tranche 4 - PEMS Scope: 94.45 MWdc DG Solar & BESS Portfolio - Asset Management Services,Wind Energy Services Company,Megan Smethurst,Renewables,BESS,CLOSED_WON,CLOSED,100,2024-10-01,2024-10-01,2024-10-01,,,94.45,MWDC,,,,,{},2266800,2266800,2266800,1983450,2266800,2550150,NAES_CRM_Opportunities_Import.csv,
REN-0097,Tranche 5 - PEMS Scope: 81.42 MWdc DG Solar & BESS Portfolio - Asset Management Services,Wind Energy Services Company,Megan Smethurst,Renewables,BESS,CLOSED_WON,CLOSED,100,2025-04-01,2025-04-01,2025-04-01,,,81.42,MWDC,,,,,{},1954080,1954080,1954080,1709820,1954080,2198340,NAES_CRM_Opportunities_Import.csv,
REN-0098,Tranche 6 - PEMS Scope: 66.38 MWdc DG Solar & BESS Portfolio - Asset Management Services,Wind Energy Services Company,Megan Smethurst,Renewables,BESS,CLOSED_WON,CLOSED,100,2025-04-01,2025-04-01,2025-04-01,,,66.38,MWDC,,,,,{},1593120,1593120,1593120,1393980,1593120,1792260,NAES_CRM_Opportunities_Import.csv,
REN-0099,Tranche 7 - PEMS Scope: 15.54 MWdc DG Solar & BESS Portfolio - Asset Management Services,Wind Energy Services Company,Megan Smethurst,Renewables,BESS,CLOSED_WON,CLOSED,100,2025-07-01,2025-07-01,2025-07-01,,,15.54,MWDC,,,,,{},372960,372960,372960,326340,372960,419580,NAES_CRM_Opportunities_Import.csv,
REN-0100,Tranche 8 - PEMS Scope: 26.74 MWdc DG Solar & BESS Portfolio - Asset Management Services,Wind Energy Services Company,Megan Smethurst,Renewables,BESS,COMMERCIALS,BEST_CASE,60,2026-04-01,2026-04-01,,,,26.74,MWDC,,,,,{},641760,641760,385056,561540,641760,721980,NAES_CRM_Opportunities_Import.csv,
REN-0101,CA sites 1.78MW,,Megan Smethurst,Renewables,Distributed Generation / C&I Solar,CLOSED_WON,CLOSED,100,2026-01-01,2026-01-01,2026-01-01,,,1.78,MWDC,2,,,,{},42720,42720,42720,37380,42720,48060,NAES_CRM_Opportunities_Import.csv,account name needs review; account inferred from opportunity name
REN-0102,"MWdc 20MWac Solar, Sanford ME",,Megan Smethurst,Renewables,Distributed Generation / C&I Solar,CLOSED_WON,CLOSED,100,2025-10-01,2025-10-01,2025-10-01,,,27.987,MWDC,,,,,{},671688,671688,671688,587727,671688,755649,NAES_CRM_Opportunities_Import.csv,account name needs review; account inferred from opportunity name
REN-0103,MWdc Solar Portfolio - O&M + Togami Reclosers,"First Wind O&M, Llc",Megan Smethurst,Renewables,Distributed Generation / C&I Solar,CLOSED_WON,CLOSED,100,2025-06-01,2025-06-01,2025-06-01,,,300,MWDC,,,,,{},7200000,7200000,7200000,6300000,7200000,8100000,NAES_CRM_Opportunities_Import.csv,
REN-0104,"MWdc Solar DG, (14) sites - CA",,Megan Smethurst,Renewables,Distributed Generation / C&I Solar,COMMERCIALS,BEST_CASE,60,2026-05-01,2026-05-01,,,,37.6,MWDC,,,,,{},902400,902400,541440,789600,902400,1015200,NAES_CRM_Opportunities_Import.csv,account name needs review; account inferred from opportunity name
REN-0105,AMEX Phoenix 5.282MW - AM,,Megan Smethurst,Renewables,Distributed Generation / C&I Solar,CLOSED_WON,CLOSED,100,2024-10-01,2024-10-01,2024-10-01,,,5.282,MWDC,,,,,{},126768,126768,126768,110922,126768,142614,NAES_CRM_Opportunities_Import.csv,account name needs review; account inferred from opportunity name
REN-0106,AMEX Phoenix GM 5.67MW (O&M),"First Wind O&M, Llc",Megan Smethurst,Renewables,Distributed Generation / C&I Solar,CLOSED_WON,CLOSED,100,2025-05-01,2025-05-01,2025-05-01,,,5.67,MWDC,,,,,{},136080,136080,136080,119070,136080,153090,NAES_CRM_Opportunities_Import.csv,
REN-0107,AMEX Phoenix GM 5.67MW - AM,,Megan Smethurst,Renewables,Distributed Generation / C&I Solar,CLOSED_WON,CLOSED,100,2025-03-02,2025-03-02,2025-03-02,,,5.67,MWDC,,,,,{},136080,136080,136080,119070,136080,153090,NAES_CRM_Opportunities_Import.csv,account name needs review; account inferred from opportunity name
REN-0108,Argo Capital Partners- 53 Site O&M,"Wind Capital Group, Llc",Megan Smethurst,Renewables,Distributed Generation / C&I Solar,CLOSED_WON,CLOSED,100,2026-03-01,2026-03-01,2026-03-01,,,,,53,,,,{},,,,,,,NAES_CRM_Opportunities_Import.csv,
REN-0109,BESS O&M (125MW CA Fleet),BESS,Megan Smethurst,Renewables,BESS,CLOSED_WON,CLOSED,100,2025-01-01,2025-01-01,2025-01-01,,,125,MWDC,,,,,{},3000000,3000000,3000000,2625000,3000000,3375000,NAES_CRM_Opportunities_Import.csv,
REN-0110,"Bennington, VT - 2.545MWdc O&M","First Wind O&M, Llc",Megan Smethurst,Renewables,Distributed Generation / C&I Solar,CLOSED_WON,CLOSED,100,2025-06-01,2025-06-01,2025-06-01,,,2.545,MWDC,,,,,{},61080,61080,61080,53445,61080,68715,NAES_CRM_Opportunities_Import.csv,
REN-0111,CA Portfolio #2 - OM (4) 6.6MW,,Megan Smethurst,Renewables,Distributed Generation / C&I Solar,CLOSED_WON,CLOSED,100,2025-06-01,2025-06-01,2025-06-01,,,6.6,MWDC,,,,,{},158400,158400,158400,138600,158400,178200,NAES_CRM_Opportunities_Import.csv,account name needs review; account inferred from opportunity name
REN-0112,CA portfolio #1 - Millenium Apartments .977 MW,,Megan Smethurst,Renewables,Distributed Generation / C&I Solar,CLOSED_WON,CLOSED,100,2025-09-01,2025-09-01,2025-09-01,,,977,MWDC,,,,,{},23448000,23448000,23448000,20517000,23448000,26379000,NAES_CRM_Opportunities_Import.csv,account name needs review; account inferred from opportunity name
REN-0113,CA portfolio #1 - OAKD - The Core .43 MW,,Megan Smethurst,Renewables,Distributed Generation / C&I Solar,CLOSED_WON,CLOSED,100,2025-05-08,2025-05-08,2025-05-08,,,43,MWDC,,,,,{},1032000,1032000,1032000,903000,1032000,1161000,NAES_CRM_Opportunities_Import.csv,account name needs review; account inferred from opportunity name
REN-0114,CA portfolio #1 - SHAG-Marina Village .491 MW,,Megan Smethurst,Renewables,Distributed Generation / C&I Solar,CLOSED_WON,CLOSED,100,2025-05-08,2025-05-08,2025-05-08,,,491,MWDC,,,,,{},11784000,11784000,11784000,10311000,11784000,13257000,NAES_CRM_Opportunities_Import.csv,account name needs review; account inferred from opportunity name
REN-0115,CA portfolio #1 - USAP - Adega .455 MW,,Megan Smethurst,Renewables,Distributed Generation / C&I Solar,CLOSED_WON,CLOSED,100,2025-05-08,2025-05-08,2025-05-08,,,455,MWDC,,,,,{},10920000,10920000,10920000,9555000,10920000,12285000,NAES_CRM_Opportunities_Import.csv,account name needs review; account inferred from opportunity name
REN-0116,CA portfolio #1 - Weberstown Mall 1.4MW,,Megan Smethurst,Renewables,Distributed Generation / C&I Solar,CLOSED_WON,CLOSED,100,2024-08-29,2024-08-29,2024-08-29,,,1.4,MWDC,,,,,{},33600,33600,33600,29400,33600,37800,NAES_CRM_Opportunities_Import.csv,account name needs review; account inferred from opportunity name
REN-0117,"Cambridge & Elgin, IL - (2) Sites 12.7MW",,Megan Smethurst,Renewables,Distributed Generation / C&I Solar,COMMERCIALS,BEST_CASE,60,2026-10-01,2026-10-01,,,,12.7,MWDC,,,,,{},304800,304800,182880,266700,304800,342900,NAES_CRM_Opportunities_Import.csv,account name needs review; account inferred from opportunity name
REN-0118,Cincinnati Zoo Solar Project 28.08MW,,Megan Smethurst,Renewables,Distributed Generation / C&I Solar,CLOSED_WON,CLOSED,100,2025-01-01,2025-01-01,2025-01-01,,,28.08,MWDC,,,,,{},673920,673920,673920,589680,673920,758160,NAES_CRM_Opportunities_Import.csv,account name needs review; account inferred from opportunity name
REN-0119,"Comolli 2.88MW Ashaway, RI",,Megan Smethurst,Renewables,Distributed Generation / C&I Solar,COMMERCIALS,BEST_CASE,60,2026-04-01,2026-04-01,,,,2.88,MWDC,,,,,{},69120,69120,41472,60480,69120,77760,NAES_CRM_Opportunities_Import.csv,account name needs review; account inferred from opportunity name
REN-0120,Double Springs 100MW 8MWh BESS,BESS,Megan Smethurst,Renewables,BESS,COMMERCIALS,BEST_CASE,60,2028-09-30,2028-09-30,,,,100,MWDC,,,,,{},2400000,2400000,1440000,2100000,2400000,2700000,NAES_CRM_Opportunities_Import.csv,
REN-0121,Freeport Fairview Solar 2 (IL2) - 2.58MW,,Megan Smethurst,Renewables,Distributed Generation / C&I Solar,CLOSED_WON,CLOSED,100,2026-01-01,2026-01-01,2026-01-01,,,2.58,MWDC,,,,,{},61920,61920,61920,54180,61920,69660,NAES_CRM_Opportunities_Import.csv,account name needs review; account inferred from opportunity name
REN-0122,"Gainsville, NY (1) 7.163 MW GM, FT",,Megan Smethurst,Renewables,Distributed Generation / C&I Solar,CLOSED_WON,CLOSED,100,2025-07-01,2025-07-01,2025-07-01,,,7.163,MWDC,,,,,{},171912,171912,171912,150423,171912,193401,NAES_CRM_Opportunities_Import.csv,account name needs review; account inferred from opportunity name
REN-0123,"Grayback, TX 180MWac 230.5MWdc",,Megan Smethurst,Renewables,Utility-Scale Solar,CLOSED_WON,CLOSED,100,2026-01-01,2026-01-01,2026-01-01,,,230.5,MWDC,,,,,{},5532000,5532000,5532000,4840500,5532000,6223500,NAES_CRM_Opportunities_Import.csv,account name needs review; account inferred from opportunity name
REN-0124,Grundy County Solar Project 2.75MW,"Shiloh Wind Project 2, Llc",Megan Smethurst,Renewables,Distributed Generation / C&I Solar,CLOSED_WON,CLOSED,100,2026-01-01,2026-01-01,2026-01-01,,,2.75,MWDC,,,,,{},66000,66000,66000,57750,66000,74250,NAES_CRM_Opportunities_Import.csv,
REN-0125,"Hardie Road (1) 7.07 MW GM, FT",,Megan Smethurst,Renewables,Distributed Generation / C&I Solar,COMMERCIALS,BEST_CASE,60,2026-06-01,2026-06-01,,,,7.07,MWDC,,,,,{},169680,169680,101808,148470,169680,190890,NAES_CRM_Opportunities_Import.csv,account name needs review; account inferred from opportunity name
REN-0126,"Highway 28 (1) 7MW Middletown, NY",,Megan Smethurst,Renewables,Distributed Generation / C&I Solar,COMMERCIALS,BEST_CASE,60,2026-06-01,2026-06-01,,,,7,MWDC,,,,,{},168000,168000,100800,147000,168000,189000,NAES_CRM_Opportunities_Import.csv,account name needs review; account inferred from opportunity name
REN-0127,Hugoton 14.857 MW (O&M),"First Wind O&M, Llc",Megan Smethurst,Renewables,Distributed Generation / C&I Solar,CLOSED_WON,CLOSED,100,2025-04-01,2025-04-01,2025-04-01,,,14.857,MWDC,,,,,{},356568,356568,356568,311997,356568,401139,NAES_CRM_Opportunities_Import.csv,
REN-0128,M&T Portal Reporting 30 sites,M&T Bank,Megan Smethurst,Renewables,Renewables,CLOSED_WON,CLOSED,100,2024-06-01,2024-06-01,2024-06-01,,,,,30,,,,{},,,,,,,NAES_CRM_Opportunities_Import.csv,
REN-0129,Madison Portfolio (425 sites) 442.99MW,,Megan Smethurst,Renewables,Distributed Generation / C&I Solar,CLOSED_WON,CLOSED,100,2025-11-17,2025-11-17,2025-11-17,,,442.99,MWDC,425,,,,{},10631760,10631760,10631760,9302790,10631760,11960730,NAES_CRM_Opportunities_Import.csv,account name needs review; account inferred from opportunity name
REN-0130,NY Portfolio #3 - 92.8MW,,Megan Smethurst,Renewables,Distributed Generation / C&I Solar,CLOSED_WON,CLOSED,100,2025-01-01,2025-01-01,2025-01-01,,,92.8,MWDC,,,,,{},2227200,2227200,2227200,1948800,2227200,2505600,NAES_CRM_Opportunities_Import.csv,account name needs review; account inferred from opportunity name
REN-0131,"O&M 942.4kWdc Gurnee,IL site","First Wind O&M, Llc",Megan Smethurst,Renewables,Distributed Generation / C&I Solar,CLOSED_WON,CLOSED,100,2026-01-01,2026-01-01,2026-01-01,,,0.9424,MWDC,,,,,{},22617.6,22617.6,22617.6,19790.4,22617.6,25444.8,NAES_CRM_Opportunities_Import.csv,
REN-0132,Penn Medicine - 2.18MW,,Megan Smethurst,Renewables,Distributed Generation / C&I Solar,CLOSED_WON,CLOSED,100,2025-05-01,2025-05-01,2025-05-01,,,2.18,MWDC,,,,,{},52320,52320,52320,45780,52320,58860,NAES_CRM_Opportunities_Import.csv,account name needs review; account inferred from opportunity name
REN-0133,Prospero Energy 1 (379MW) & 2 (331MW),,Megan Smethurst,Renewables,Utility-Scale Solar,CLOSED_WON,CLOSED,100,2025-08-01,2025-08-01,2025-08-01,,,379,MWDC,,,,,{},9096000,9096000,9096000,7959000,9096000,10233000,NAES_CRM_Opportunities_Import.csv,account name needs review; account inferred from opportunity name
REN-0134,"Rice Road (1) 6.4MW GM, FT",,Megan Smethurst,Renewables,Distributed Generation / C&I Solar,COMMERCIALS,BEST_CASE,60,2026-06-01,2026-06-01,,,,6.4,MWDC,,,,,{},153600,153600,92160,134400,153600,172800,NAES_CRM_Opportunities_Import.csv,account name needs review; account inferred from opportunity name
REN-0135,"Rockland, NY Solar Plant 6MWdc",,Megan Smethurst,Renewables,Distributed Generation / C&I Solar,CLOSED_WON,CLOSED,100,2026-03-01,2026-03-01,2026-03-01,,,6,MWDC,,,,,{},144000,144000,144000,126000,144000,162000,NAES_CRM_Opportunities_Import.csv,account name needs review; account inferred from opportunity name
REN-0136,Siemens NY 6 Sites O&M,"First Wind O&M, Llc",Megan Smethurst,Renewables,Utility-Scale Solar,CLOSED_WON,CLOSED,100,2025-06-01,2025-06-01,2025-06-01,,,,,6,,,,{},,,,,,,NAES_CRM_Opportunities_Import.csv,
REN-0137,Sierra Solar - 520MWdc PV + 400MW BESS,BESS,Megan Smethurst,Renewables,BESS,CLOSED_WON,CLOSED,100,2026-03-01,2026-03-01,2026-03-01,,,520,MWDC,,,,,{},12480000,12480000,12480000,10920000,12480000,14040000,NAES_CRM_Opportunities_Import.csv,
REN-0138,Stadium BESS O&M 10MW/20MWh,BESS,Megan Smethurst,Renewables,BESS,CLOSED_WON,CLOSED,100,2026-01-01,2026-01-01,2026-01-01,,,10,MWDC,,,,,{},240000,240000,240000,210000,240000,270000,NAES_CRM_Opportunities_Import.csv,
REN-0139,Tranche 2.B - Bay4 Scope: 22.89 MWdc DG Solar & BESS Portfolio - Monitoring/ROC Services,Wind Energy Services Company,Megan Smethurst,Renewables,BESS,CLOSED_WON,CLOSED,100,2024-07-26,2024-07-26,2024-07-26,,,22.89,MWDC,,,,,{},549360,549360,549360,480690,549360,618030,NAES_CRM_Opportunities_Import.csv,
REN-0140,Tranche 3 - Bay4 Scope: 31.00 MWdc DG Solar & BESS Portfolio - Monitoring/ROC Services,Wind Energy Services Company,Megan Smethurst,Renewables,BESS,CLOSED_WON,CLOSED,100,2024-07-01,2024-07-01,2024-07-01,,,31,MWDC,,,,,{},744000,744000,744000,651000,744000,837000,NAES_CRM_Opportunities_Import.csv,
REN-0141,Tranche 4 - Bay4 Scope: 94.45 MWdc DG Solar & BESS Portfolio - Monitoring/ROC Services,Wind Energy Services Company,Megan Smethurst,Renewables,BESS,CLOSED_WON,CLOSED,100,2024-10-01,2024-10-01,2024-10-01,,,94.45,MWDC,,,,,{},2266800,2266800,2266800,1983450,2266800,2550150,NAES_CRM_Opportunities_Import.csv,
REN-0142,Tranche 5 - Bay4 Scope: 81.42 MWdc DG Solar & BESS Portfolio - Monitoring/ROC Services,Wind Energy Services Company,Megan Smethurst,Renewables,BESS,CLOSED_WON,CLOSED,100,2025-01-01,2025-01-01,2025-01-01,,,81.42,MWDC,,,,,{},1954080,1954080,1954080,1709820,1954080,2198340,NAES_CRM_Opportunities_Import.csv,
REN-0143,Tranche 6 - Bay4 Scope: 66.38 MWdc DG Solar & BESS Portfolio - Monitoring/ROC Services,Wind Energy Services Company,Megan Smethurst,Renewables,BESS,CLOSED_WON,CLOSED,100,2025-04-01,2025-04-01,2025-04-01,,,66.38,MWDC,,,,,{},1593120,1593120,1593120,1393980,1593120,1792260,NAES_CRM_Opportunities_Import.csv,
REN-0144,Tranche 7 - Bay4 Scope: 15.54 MWdc DG Solar & BESS Portfolio - Monitoring/ROC Services,Wind Energy Services Company,Megan Smethurst,Renewables,BESS,CLOSED_WON,CLOSED,100,2025-07-01,2025-07-01,2025-07-01,,,15.54,MWDC,,,,,{},372960,372960,372960,326340,372960,419580,NAES_CRM_Opportunities_Import.csv,
REN-0145,Tranche 8 - Bay4 Scope: 26.74 MWdc DG Solar & BESS Portfolio - Monitoring/ROC Services,Wind Energy Services Company,Megan Smethurst,Renewables,BESS,COMMERCIALS,BEST_CASE,60,2026-04-01,2026-04-01,,,,26.74,MWDC,,,,,{},641760,641760,385056,561540,641760,721980,NAES_CRM_Opportunities_Import.csv,
REN-0146,"Waterbury Landfill VNM 2.56MW - Waterbury, CT",,Megan Smethurst,Renewables,Distributed Generation / C&I Solar,COMMERCIALS,BEST_CASE,60,2026-10-01,2026-10-01,,,,2.56,MWDC,,,,,{},61440,61440,36864,53760,61440,69120,NAES_CRM_Opportunities_Import.csv,account name needs review; account inferred from opportunity name
REN-0147,"Wichendon, MA - 5.66MWdc O&M","First Wind O&M, Llc",Megan Smethurst,Renewables,Distributed Generation / C&I Solar,CLOSED_WON,CLOSED,100,2025-06-01,2025-06-01,2025-06-01,,,5.66,MWDC,,,,,{},135840,135840,135840,118860,135840,152820,NAES_CRM_Opportunities_Import.csv,
REN-0148,Wicomico Quantico Solar - MD 2.1 MW,,Megan Smethurst,Renewables,Distributed Generation / C&I Solar,CLOSED_WON,CLOSED,100,2026-01-01,2026-01-01,2026-01-01,,,2.1,MWDC,,,,,{},50400,50400,50400,44100,50400,56700,NAES_CRM_Opportunities_Import.csv,account name needs review; account inferred from opportunity name
REN-0149,"William Penn Hwy #2 - 1.37MW Thompsontown, PA",,Megan Smethurst,Renewables,Distributed Generation / C&I Solar,CLOSED_WON,CLOSED,100,2026-02-01,2026-02-01,2026-02-01,,,1.37,MWDC,,,,,{},32880,32880,32880,28770,32880,36990,NAES_CRM_Opportunities_Import.csv,account name needs review; account inferred from opportunity name
STR-0001,Iron Mountain POC,Iron Mountain,Megan Smethurst,StratoSight,Data Center / Storage,DISCOVERY,PIPELINE,40,2025-06-06,2025-06-06,,,,,,3,,,,{},,,,,,,StratoSight_Opportunities_Import.csv,
STR-0002,Iron Mountain Pilot,Iron Mountain,Megan Smethurst,StratoSight,Data Center / Storage,SOLUTION_FIT,PIPELINE,50,2025-09-01,2025-09-01,,,,,,10,,,,{},378000,378000,189000,302400,378000,504000,StratoSight_Opportunities_Import.csv,
STR-0003,Iron Mountain MSA,Iron Mountain,Megan Smethurst,StratoSight,Data Center / Storage,COMMIT,COMMIT,90,2026-02-01,2026-02-01,,,,,,592,,,,{},660000,660000,594000,528000,660000,1320000,StratoSight_Opportunities_Import.csv,
STR-0004,McLane POC,"McLane Company, Inc.",Megan Smethurst,StratoSight,Distribution / Logistics,DISCOVERY,PIPELINE,40,2025-08-01,2025-08-01,,,,,,1,,,,{},,,,,,,StratoSight_Opportunities_Import.csv,
STR-0005,McLane Pilot,"McLane Company, Inc.",Megan Smethurst,StratoSight,Distribution / Logistics,SOLUTION_FIT,PIPELINE,50,2025-10-01,2025-10-01,,,,,,5,,,,{},315000,315000,157500,252000,315000,420000,StratoSight_Opportunities_Import.csv,
STR-0006,McLane MSA,"McLane Company, Inc.",Megan Smethurst,StratoSight,Distribution / Logistics,COMMIT,COMMIT,90,2026-04-01,2026-04-01,,,,,,80,,,,{},3600000,3600000,3240000,2880000,3600000,7200000,StratoSight_Opportunities_Import.csv,
STR-0007,Target POC,Target,Megan Smethurst,StratoSight,Retail / Distribution,DISCOVERY,PIPELINE,40,2025-08-01,2025-08-01,,,,,,1,,,,{},,,,,,,StratoSight_Opportunities_Import.csv,
STR-0008,Target Pilot,Target,Megan Smethurst,StratoSight,Retail / Distribution,SOLUTION_FIT,PIPELINE,50,2025-12-01,2025-12-01,,,,,,5,,,,{},2100000,2100000,1050000,1680000,2100000,4200000,StratoSight_Opportunities_Import.csv,
STR-0009,Target MSA,Target,Megan Smethurst,StratoSight,Retail / Distribution,COMMIT,COMMIT,90,2026-06-01,2026-06-01,,,,,,80,,,,{},1012500,1012500,911250,810000,1012500,4050000,StratoSight_Opportunities_Import.csv,
STR-0010,Honeywell POC,Honeywell,Megan Smethurst,StratoSight,Industrial / Manufacturing,DISCOVERY,PIPELINE,40,2025-08-15,2025-08-15,,,,,,4,,,,{},,,,,,,StratoSight_Opportunities_Import.csv,
STR-0011,Honeywell Pilot,Honeywell,Megan Smethurst,StratoSight,Industrial / Manufacturing,SOLUTION_FIT,PIPELINE,50,2025-11-15,2025-11-15,,,,,,15,,,,{},1050000,1050000,525000,840000,1050000,2100000,StratoSight_Opportunities_Import.csv,
STR-0012,Honeywell MSA,Honeywell,Megan Smethurst,StratoSight,Industrial / Manufacturing,COMMIT,COMMIT,90,2026-06-01,2026-06-01,,,,,,48,,,,{},1620000,1620000,1458000,1296000,1620000,5400000,StratoSight_Opportunities_Import.csv,
STR-0013,Macy's POC,Macy's,Megan Smethurst,StratoSight,Retail,DISCOVERY,PIPELINE,40,2025-06-06,2025-06-06,,,,,,1,,,,{},,,,,,,StratoSight_Opportunities_Import.csv,
STR-0014,Macy's Pilot,Macy's,Megan Smethurst,StratoSight,Retail,SOLUTION_FIT,PIPELINE,50,2025-10-01,2025-10-01,,,,,,3,,,,{},1890000,1890000,945000,1512000,1890000,2520000,StratoSight_Opportunities_Import.csv,
STR-0015,Macy's MSA,Macy's,Megan Smethurst,StratoSight,Retail,COMMIT,COMMIT,90,2026-05-01,2026-05-01,,,,,,15,,,,{},2160000,2160000,1944000,1728000,2160000,5400000,StratoSight_Opportunities_Import.csv,
STR-0016,Eli Lilly POC,Eli Lilly,Megan Smethurst,StratoSight,Life Sciences / Manufacturing,DISCOVERY,PIPELINE,40,2025-10-01,2025-10-01,,,,,,1,,,,{},,,,,,,StratoSight_Opportunities_Import.csv,
STR-0017,Eli Lilly Pilot,Eli Lilly,Megan Smethurst,StratoSight,Life Sciences / Manufacturing,SOLUTION_FIT,PIPELINE,50,2026-02-01,2026-02-01,,,,,,3,,,,{},806400,806400,403200,645120,806400,2016000,StratoSight_Opportunities_Import.csv,
STR-0018,Eli Lilly MSA,Eli Lilly,Megan Smethurst,StratoSight,Life Sciences / Manufacturing,COMMIT,COMMIT,90,2026-05-01,2026-05-01,,,,,,8,,,,{},1092000,1092000,982800,873600,1092000,5460000,StratoSight_Opportunities_Import.csv,
STR-0019,Ashley Furniture POC,Ashley Furniture,Megan Smethurst,StratoSight,Manufacturing / Distribution,DISCOVERY,PIPELINE,40,2025-11-15,2025-11-15,,,,,,1,,,,{},,,,,,,StratoSight_Opportunities_Import.csv,
STR-0020,Ashley Furniture Pilot,Ashley Furniture,Megan Smethurst,StratoSight,Manufacturing / Distribution,SOLUTION_FIT,PIPELINE,50,2026-02-01,2026-02-01,,,,,,2,,,,{},504000,504000,252000,403200,504000,840000,StratoSight_Opportunities_Import.csv,
STR-0021,Ashley Furniture MSA,Ashley Furniture,Megan Smethurst,StratoSight,Manufacturing / Distribution,COMMIT,COMMIT,90,2026-06-01,2026-06-01,,,,,,5,,,,{},1260000,1260000,1134000,1008000,1260000,4200000,StratoSight_Opportunities_Import.csv,
STR-0022,Allison Transmission POC,Allison Transmission,Megan Smethurst,StratoSight,Manufacturing,DISCOVERY,PIPELINE,40,2026-11-01,2026-11-01,,,,,,1,,,,{},,,,,,,StratoSight_Opportunities_Import.csv,
STR-0023,Allison Transmission MSA,Allison Transmission,Megan Smethurst,StratoSight,Manufacturing,COMMIT,COMMIT,90,2026-04-01,2026-04-01,,,,,,3,,,,{},3780000,3780000,3402000,3024000,3780000,7560000,StratoSight_Opportunities_Import.csv,
STR-0024,Frito-Lay POC,Frito-Lay,Megan Smethurst,StratoSight,Food & Beverage / Manufacturing,DISCOVERY,PIPELINE,40,2026-08-01,2026-08-01,,,,,,1,,,,{},,,,,,,StratoSight_Opportunities_Import.csv,
STR-0025,Frito-Lay Pilot,Frito-Lay,Megan Smethurst,StratoSight,Food & Beverage / Manufacturing,SOLUTION_FIT,PIPELINE,50,2026-02-01,2026-02-01,,,,,,3,,,,{},2016000,2016000,1008000,1612800,2016000,3360000,StratoSight_Opportunities_Import.csv,
STR-0026,Frito-Lay MSA,Frito-Lay,Megan Smethurst,StratoSight,Food & Beverage / Manufacturing,COMMIT,COMMIT,90,2026-05-01,2026-05-01,,,,,,13,,,,{},3600000,3600000,3240000,2880000,3600000,7200000,StratoSight_Opportunities_Import.csv,
STR-0027,Prologis POC,Prologis,Megan Smethurst,StratoSight,Industrial Real Estate / Logistics,DISCOVERY,PIPELINE,40,2026-03-01,2026-03-01,,,,,,1,,,,{},,,,,,,StratoSight_Opportunities_Import.csv,
STR-0028,Prologis Pilot,Prologis,Megan Smethurst,StratoSight,Industrial Real Estate / Logistics,SOLUTION_FIT,PIPELINE,50,2026-06-01,2026-06-01,,,,,,5,,,,{},1680000,1680000,840000,1344000,1680000,4200000,StratoSight_Opportunities_Import.csv,
